path,start,end,index,caption,video_id,video_rank
output/frames/0007/img_000000.jpg,0,236,0,"C holds a dirty dish in the sink and begins to scrub it with a sponge. C continues to scrub the dish, moving the sponge back and forth across the surface. C then rinses the dish under the running water from the faucet.",0007,0
output/frames/0007/img_000237.jpg,237,424,237,C places a dish in the sink and begins to wash it with their hands. They then reach for a container and pour some liquid into the sink.,0007,0
output/frames/0007/img_000771.jpg,771,956,771,"C places the pot on the sink and turns on the tap to rinse it. C then rinses the pot with water, ensuring it is clean. C continues to wash the pot, making sure to clean all the surfaces thoroughly.",0007,0
output/frames/0007/img_000891.jpg,771,956,891,"C places the pot on the sink and turns on the tap to rinse it. C then rinses the pot with water, ensuring it is clean. C continues to wash the pot, making sure to clean all the surfaces thoroughly.",0007,0
output/frames/0007/img_000957.jpg,957,1231,957,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001077.jpg,957,1231,1077,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001197.jpg,957,1231,1197,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001232.jpg,1232,1385,1232,"C holds a beige dish in their hands and begins to scrub it with a sponge. They move the dish back and forth, focusing on the inside of the dish. C continues to scrub, ensuring all areas are cleaned.",0007,0
output/frames/0007/img_001352.jpg,1232,1385,1352,"C holds a beige dish in their hands and begins to scrub it with a sponge. They move the dish back and forth, focusing on the inside of the dish. C continues to scrub, ensuring all areas are cleaned.",0007,0
output/frames/0007/img_001632.jpg,1632,1861,1632,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
output/frames/0007/img_001752.jpg,1632,1861,1752,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
output/frames/0007/img_001862.jpg,1862,2132,1862,C places the dish on the dish rack and turns on the tap to wash their hands. C then picks up a utensil from the utensil holder and rinses it under the running water.,0007,0
output/frames/0007/img_001982.jpg,1862,2132,1982,C places the dish on the dish rack and turns on the tap to wash their hands. C then picks up a utensil from the utensil holder and rinses it under the running water.,0007,0
output/frames/0007/img_002102.jpg,1862,2132,2102,C places the dish on the dish rack and turns on the tap to wash their hands. C then picks up a utensil from the utensil holder and rinses it under the running water.,0007,0
output/frames/0007/img_002133.jpg,2133,2431,2133,C picks up a blue sponge and begins to wash a red bowl in the sink. C turns on the faucet and rinses the bowl under running water. C then places the bowl back in the sink and continues washing the sink.,0007,0
output/frames/0007/img_002373.jpg,2133,2431,2373,C picks up a blue sponge and begins to wash a red bowl in the sink. C turns on the faucet and rinses the bowl under running water. C then places the bowl back in the sink and continues washing the sink.,0007,0
output/frames/0007/img_002432.jpg,2432,2633,2432,"C places the plate in the sink and turns on the faucet. C begins to wash the plate with a sponge, moving it around the sink. C then rinses the plate under the running water.",0007,0
output/frames/0007/img_002634.jpg,2634,2817,2634,C turns on the faucet and rinses a red plate under the running water. They then turn off the faucet and place the plate on the dish rack. C reaches for a white plate and rinses it under the running water.,0007,0
output/frames/0007/img_002818.jpg,2818,3020,2818,"C turns on the faucet and begins to wash the sink. They use a sponge to scrub the sink, then turn off the water and place the sponge in the sink. C then reaches for a dish rack and places a dish in it.",0007,0
output/frames/0007/img_002938.jpg,2818,3020,2938,"C turns on the faucet and begins to wash the sink. They use a sponge to scrub the sink, then turn off the water and place the sponge in the sink. C then reaches for a dish rack and places a dish in it.",0007,0
output/frames/0007/img_003021.jpg,3021,3236,3021,"C places the cutting board in the sink and begins to wash it with a sponge. C moves the cutting board around the sink, ensuring all the dirt is removed. C then rinses the cutting board under running water.",0007,0
output/frames/0007/img_003141.jpg,3021,3236,3141,"C places the cutting board in the sink and begins to wash it with a sponge. C moves the cutting board around the sink, ensuring all the dirt is removed. C then rinses the cutting board under running water.",0007,0
output/frames/0007/img_003531.jpg,3531,3947,3531,C places a red cutting board in the sink and turns on the tap. C then begins washing the cutting board with a sponge.,0007,0
output/frames/0007/img_003771.jpg,3531,3947,3771,C places a red cutting board in the sink and turns on the tap. C then begins washing the cutting board with a sponge.,0007,0
output/frames/0007/img_003948.jpg,3948,4247,3948,"C picks up a red cutting board and washes it under the sink faucet. After rinsing, C places the cutting board on the counter and turns off the faucet. C then picks up a blue tray and washes it under the sink faucet.",0007,0
output/frames/0007/img_004188.jpg,3948,4247,4188,"C picks up a red cutting board and washes it under the sink faucet. After rinsing, C places the cutting board on the counter and turns off the faucet. C then picks up a blue tray and washes it under the sink faucet.",0007,0
output/frames/0007/img_004248.jpg,4248,4694,4248,"C picks up a dish from the sink and rinses it under running water. They then place the dish on a drying rack, which is positioned next to the sink. C continues to wash other dishes, ensuring they are clean before setting them aside.",0007,0
output/frames/0007/img_004488.jpg,4248,4694,4488,"C picks up a dish from the sink and rinses it under running water. They then place the dish on a drying rack, which is positioned next to the sink. C continues to wash other dishes, ensuring they are clean before setting them aside.",0007,0
output/frames/0007/img_005000.jpg,5000,5399,5000,C turns on the faucet and rinses the glass in the sink. C then places the glass on the counter and turns off the faucet. C picks up a pot from the counter and places it on the sink.,0007,0
output/frames/0007/img_005240.jpg,5000,5399,5240,C turns on the faucet and rinses the glass in the sink. C then places the glass on the counter and turns off the faucet. C picks up a pot from the counter and places it on the sink.,0007,0
output/frames/0011/img_000000.jpg,0,499,0,C holds a paintbrush and begins to paint a portrait on a white paper. The paper is placed on a table with a tablet and a paint palette nearby. C continues to paint the portrait with a steady hand.,0011,1
output/frames/0011/img_000240.jpg,0,499,240,C holds a paintbrush and begins to paint a portrait on a white paper. The paper is placed on a table with a tablet and a paint palette nearby. C continues to paint the portrait with a steady hand.,0011,1
output/frames/0011/img_000480.jpg,0,499,480,C holds a paintbrush and begins to paint a portrait on a white paper. The paper is placed on a table with a tablet and a paint palette nearby. C continues to paint the portrait with a steady hand.,0011,1
output/frames/0011/img_000500.jpg,500,968,500,"C picks up a paintbrush and dips it into a palette of watercolors. They then begin to paint on a piece of paper, adding details to a drawing of a person. C continues to work on the artwork, occasionally glancing at the tablet for reference.",0011,1
