path,start,end,index,caption,video_id,video_rank
output/frames/4033/img_003966.jpg,3966,4444,3966,"C sits on the couch, holding a deck of cards in their hands. They begin to shuffle the cards, their fingers moving rhythmically over the deck. The camera pans slightly to the table in front of them, where a cup and a plate of snacks are visible.",4033,407
output/frames/4033/img_004206.jpg,3966,4444,4206,"C sits on the couch, holding a deck of cards in their hands. They begin to shuffle the cards, their fingers moving rhythmically over the deck. The camera pans slightly to the table in front of them, where a cup and a plate of snacks are visible.",4033,407
output/frames/4073/img_004250.jpg,4250,4616,4250,"C holds a red onion in their hands, carefully peeling off the outer layers. They continue to peel the onion, focusing on the task at hand. The kitchen counter is cluttered with various cooking tools and ingredients, including a knife, a cutting board, and a bag of vegetables.",4073,409
output/frames/4073/img_004490.jpg,4250,4616,4490,"C holds a red onion in their hands, carefully peeling off the outer layers. They continue to peel the onion, focusing on the task at hand. The kitchen counter is cluttered with various cooking tools and ingredients, including a knife, a cutting board, and a bag of vegetables.",4073,409
output/frames/4373/img_003721.jpg,3721,3929,3721,C picks up a bottle of oil from the counter and pours some into a small container. C then places the bottle back on the counter and picks up a small bowl. C begins to mix the contents of the bowl with the oil.,4373,432
output/frames/4391/img_004193.jpg,4193,4441,4193,"C picks up the mop and begins to clean the floor, moving it back and forth across the wooden surface. As they clean, C's long hair moves with the motion, and the camera captures the rhythmic back-and-forth movement of the mop. C continues to mop, focusing on the area near the chair, ensuring the floor is thoroughly cleaned.",4391,435
output/frames/4391/img_004433.jpg,4193,4441,4433,"C picks up the mop and begins to clean the floor, moving it back and forth across the wooden surface. As they clean, C's long hair moves with the motion, and the camera captures the rhythmic back-and-forth movement of the mop. C continues to mop, focusing on the area near the chair, ensuring the floor is thoroughly cleaned.",4391,435
output/frames/4402/img_000500.jpg,500,874,500,"C arranges the cards in their hands, then places them on the table. They pick up a card and look at it, then place it back down. C picks up a card and looks at it, then places it back down.",4402,437
output/frames/4402/img_000740.jpg,500,874,740,"C arranges the cards in their hands, then places them on the table. They pick up a card and look at it, then place it back down. C picks up a card and looks at it, then places it back down.",4402,437
output/frames/4402/img_001521.jpg,1521,1834,1521,"C picks up a card from the table, examining it closely. They then place the card back on the table and continue to look at the game board, contemplating their next move. C reaches for a die, preparing to roll it.",4402,437
output/frames/4402/img_001581.jpg,1521,1834,1581,"C picks up a card from the table, examining it closely. They then place the card back on the table and continue to look at the game board, contemplating their next move. C reaches for a die, preparing to roll it.",4402,437
output/frames/4402/img_001641.jpg,1521,1834,1641,"C picks up a card from the table, examining it closely. They then place the card back on the table and continue to look at the game board, contemplating their next move. C reaches for a die, preparing to roll it.",4402,437
output/frames/4402/img_001701.jpg,1521,1834,1701,"C picks up a card from the table, examining it closely. They then place the card back on the table and continue to look at the game board, contemplating their next move. C reaches for a die, preparing to roll it.",4402,437
output/frames/4402/img_001761.jpg,1521,1834,1761,"C picks up a card from the table, examining it closely. They then place the card back on the table and continue to look at the game board, contemplating their next move. C reaches for a die, preparing to roll it.",4402,437
output/frames/4402/img_001821.jpg,1521,1834,1821,"C picks up a card from the table, examining it closely. They then place the card back on the table and continue to look at the game board, contemplating their next move. C reaches for a die, preparing to roll it.",4402,437
output/frames/4402/img_005173.jpg,5173,5399,5173,"C looks at the board game in front of them, their hands resting on the table. They glance at the cards and dice scattered around the board, then reach for a card in their hand. C picks up a card and looks at it, then places it back on the table.",4402,437
