path,start,end,index,caption,video_id,video_rank
output/frames/0007/img_000000.jpg,0,236,0,"C holds a dirty dish in the sink and begins to scrub it with a sponge. C continues to scrub the dish, moving the sponge back and forth across the surface. C then rinses the dish under the running water from the faucet.",0007,0
output/frames/0007/img_000237.jpg,237,424,237,C places a dish in the sink and begins to wash it with their hands. They then reach for a container and pour some liquid into the sink.,0007,0
output/frames/0007/img_000425.jpg,425,770,425,"C picks up a black container from the sink and begins to wash it with their hands. They continue to scrub the container, ensuring that all the dirt is removed. After a few seconds, C sets the container down on the counter.",0007,0
output/frames/0007/img_000665.jpg,425,770,665,"C picks up a black container from the sink and begins to wash it with their hands. They continue to scrub the container, ensuring that all the dirt is removed. After a few seconds, C sets the container down on the counter.",0007,0
output/frames/0007/img_000771.jpg,771,956,771,"C places the pot on the sink and turns on the tap to rinse it. C then rinses the pot with water, ensuring it is clean. C continues to wash the pot, making sure to clean all the surfaces thoroughly.",0007,0
output/frames/0007/img_000957.jpg,957,1231,957,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_000972.jpg,957,1231,972,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_000987.jpg,957,1231,987,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001002.jpg,957,1231,1002,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001017.jpg,957,1231,1017,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001032.jpg,957,1231,1032,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001047.jpg,957,1231,1047,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001062.jpg,957,1231,1062,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001077.jpg,957,1231,1077,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001092.jpg,957,1231,1092,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001107.jpg,957,1231,1107,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001122.jpg,957,1231,1122,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001137.jpg,957,1231,1137,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001152.jpg,957,1231,1152,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001167.jpg,957,1231,1167,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001182.jpg,957,1231,1182,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001197.jpg,957,1231,1197,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001212.jpg,957,1231,1212,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001227.jpg,957,1231,1227,"C picks up a dish from the sink and rinses it under the running water. They then turn off the water and hold the dish up to show the inside. C turns the dish over to show the back, which has a green label.",0007,0
output/frames/0007/img_001232.jpg,1232,1385,1232,"C holds a beige dish in their hands and begins to scrub it with a sponge. They move the dish back and forth, focusing on the inside of the dish. C continues to scrub, ensuring all areas are cleaned.",0007,0
output/frames/0007/img_001386.jpg,1386,1631,1386,"C holds a beige rectangular dish in their hands, turning it over to inspect it. They then place the dish into the sink and begin scrubbing it with a sponge. C continues to scrub the dish, ensuring it is clean.",0007,0
output/frames/0007/img_001626.jpg,1386,1631,1626,"C holds a beige rectangular dish in their hands, turning it over to inspect it. They then place the dish into the sink and begin scrubbing it with a sponge. C continues to scrub the dish, ensuring it is clean.",0007,0
output/frames/0007/img_001632.jpg,1632,1861,1632,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
output/frames/0007/img_001647.jpg,1632,1861,1647,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
output/frames/0007/img_001662.jpg,1632,1861,1662,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
output/frames/0007/img_001677.jpg,1632,1861,1677,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
output/frames/0007/img_001692.jpg,1632,1861,1692,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
output/frames/0007/img_001707.jpg,1632,1861,1707,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
output/frames/0007/img_001722.jpg,1632,1861,1722,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
