path,start,end,index,caption,video_id,video_rank
output/frames/0007/img_000237.jpg,237,424,237,C places a dish in the sink and begins to wash it with their hands. They then reach for a container and pour some liquid into the sink.,0007,0
output/frames/0007/img_000771.jpg,771,956,771,"C places the pot on the sink and turns on the tap to rinse it. C then rinses the pot with water, ensuring it is clean. C continues to wash the pot, making sure to clean all the surfaces thoroughly.",0007,0
output/frames/0007/img_001232.jpg,1232,1385,1232,"C holds a beige dish in their hands and begins to scrub it with a sponge. They move the dish back and forth, focusing on the inside of the dish. C continues to scrub, ensuring all areas are cleaned.",0007,0
output/frames/0007/img_001632.jpg,1632,1861,1632,"C holds a beige dish in their hands and turns on the faucet. They then pour water into the dish and begin washing it. After rinsing, C places the dish in the sink and turns off the faucet.",0007,0
output/frames/0007/img_002432.jpg,2432,2633,2432,"C places the plate in the sink and turns on the faucet. C begins to wash the plate with a sponge, moving it around the sink. C then rinses the plate under the running water.",0007,0
output/frames/0007/img_002634.jpg,2634,2817,2634,C turns on the faucet and rinses a red plate under the running water. They then turn off the faucet and place the plate on the dish rack. C reaches for a white plate and rinses it under the running water.,0007,0
output/frames/0007/img_002818.jpg,2818,3020,2818,"C turns on the faucet and begins to wash the sink. They use a sponge to scrub the sink, then turn off the water and place the sponge in the sink. C then reaches for a dish rack and places a dish in it.",0007,0
output/frames/0007/img_003021.jpg,3021,3236,3021,"C places the cutting board in the sink and begins to wash it with a sponge. C moves the cutting board around the sink, ensuring all the dirt is removed. C then rinses the cutting board under running water.",0007,0
output/frames/0011/img_002255.jpg,2255,2407,2255,"C holds a tablet and a painting board, preparing to work on a watercolor painting. C picks up a paintbrush and begins to apply paint to the canvas, focusing on the details of the artwork. C continues to paint, occasionally checking the tablet for reference or inspiration.",0011,1
output/frames/0011/img_002600.jpg,2600,2749,2600,"C is sitting at a table, painting a portrait of three people on a piece of paper. They are using a paintbrush to add details to the artwork. C is focused on their work, occasionally looking at the tablet in front of them.",0011,1
output/frames/0011/img_003114.jpg,3114,3348,3114,"C holds a paintbrush and carefully applies paint to a drawing of a person on a piece of paper. The drawing is on a table with a tablet nearby, showing a different image. C continues to paint, focusing on the details of the person's face.",0011,1
output/frames/0011/img_003349.jpg,3349,3541,3349,"C holds a paintbrush and begins to paint a portrait of a man on a piece of paper. The portrait is a series of three figures, each with a different hairstyle. C carefully applies paint to the man's hair, adding details to the artwork.",0011,1
output/frames/0014/img_000348.jpg,348,499,348,"C sits at a table with a game board in front of them, their hands moving as they place a piece on the board. They look up at the camera, their face lit by the glow of a candle on the table. C reaches for a bowl of snacks, their eyes focused on the game.",0014,2
output/frames/0014/img_001763.jpg,1763,1913,1763,"C sits at a table in a dimly lit room, surrounded by various objects and a few chairs. The room is cozy, with a lamp and a bookshelf visible in the background. C looks around the room, taking in the surroundings.",0014,2
output/frames/0014/img_002536.jpg,2536,2691,2536,"C sits at the dining table, watching as the others begin to play a game. The room is dimly lit, with a warm yellow glow from the lamp, and the atmosphere is cozy and relaxed. C leans forward, observing the game as it unfolds.",0014,2
output/frames/0014/img_004140.jpg,4140,4350,4140,"C sits at the table, watching the others as they eat. The room is dimly lit with a yellow hue, and there are plants and shelves in the background. C looks around the room, taking in the details of the space.",0014,2
output/frames/0014/img_004866.jpg,4866,5099,4866,"C sits at a table, adjusting a game board as they prepare for a game. They glance around the room, noticing the cozy ambiance with a candlelit table and a bookshelf in the background. C then reaches for a game piece, ready to begin the next round.",0014,2
output/frames/0016/img_000000.jpg,0,237,0,C picks up a wooden box and places it on the ground. C then uses the box to scoop up some sand and fills it with it. C then moves the box to the side and begins to shape the sand into a brick.,0016,3
output/frames/0016/img_000238.jpg,238,535,238,C picks up a wooden mold and places it on the ground. C uses their hands to gather clay from a pile and begins shaping it into a ball. C then uses the mold to shape the clay into a brick.,0016,3
output/frames/0016/img_000478.jpg,238,535,478,C picks up a wooden mold and places it on the ground. C uses their hands to gather clay from a pile and begins shaping it into a ball. C then uses the mold to shape the clay into a brick.,0016,3
output/frames/0016/img_000536.jpg,536,764,536,"C places a brick mold on the ground and begins to mix clay with their hands. They then place the clay into the mold and begin to shape it. C then lifts the mold and places it on the ground, revealing a freshly formed brick.",0016,3
output/frames/0016/img_000656.jpg,536,764,656,"C places a brick mold on the ground and begins to mix clay with their hands. They then place the clay into the mold and begin to shape it. C then lifts the mold and places it on the ground, revealing a freshly formed brick.",0016,3
output/frames/0016/img_000765.jpg,765,1093,765,C picks up a wooden box and places it on the ground. C scoops up some clay and begins to shape it with their hands. C then places the clay into the wooden box and begins to press it down.,0016,3
output/frames/0016/img_001005.jpg,765,1093,1005,C picks up a wooden box and places it on the ground. C scoops up some clay and begins to shape it with their hands. C then places the clay into the wooden box and begins to press it down.,0016,3
output/frames/0016/img_001094.jpg,1094,1304,1094,"C picks up a brick mold and begins to shape the clay into a rectangular form. As C works, the clay is carefully placed into the mold, and then the mold is lifted to reveal a neatly formed brick. C then places the brick on the ground, and the process repeats as C continues to shape and place more bricks.",0016,3
output/frames/0016/img_001214.jpg,1094,1304,1214,"C picks up a brick mold and begins to shape the clay into a rectangular form. As C works, the clay is carefully placed into the mold, and then the mold is lifted to reveal a neatly formed brick. C then places the brick on the ground, and the process repeats as C continues to shape and place more bricks.",0016,3
output/frames/0016/img_001305.jpg,1305,1575,1305,C picks up a brick mold and places it on the ground. C takes a handful of clay and begins to shape it with their hands. C then uses the brick mold to shape the clay into a brick.,0016,3
output/frames/0016/img_001545.jpg,1305,1575,1545,C picks up a brick mold and places it on the ground. C takes a handful of clay and begins to shape it with their hands. C then uses the brick mold to shape the clay into a brick.,0016,3
output/frames/0016/img_001576.jpg,1576,1801,1576,"C places a brick mold on the ground and begins to fill it with clay. C then uses their hands to shape the clay, pressing it firmly into the mold. After shaping, C lifts the mold and places the brick on the ground, where it is now ready to be set in place.",0016,3
