snapshot,question_id,answer,gt,correct
28,43,B,B,True
55,224,C,A,False
75,493,B,D,False
75,583,E,E,True
77,22,C,E,False
81,722,D,C,False
86,267,E,C,False
97,288,E,D,False
97,375,E,B,False
102,107,E,A,False
103,7,A,D,False
103,410,D,E,False
107,670,E,C,False
111,18,D,D,True
111,54,E,A,False
116,120,E,E,True
118,599,B,B,True
126,683,D,C,False
126,1114,E,E,True
127,1024,B,E,False
131,72,A,A,True
132,827,E,C,False
135,730,C,A,False
148,566,D,C,False
150,135,A,A,True
151,995,A,A,True
152,1405,D,D,True
155,677,D,E,False
157,954,D,A,False
157,1250,A,B,False
160,631,C,C,True
167,1325,C,E,False
167,1490,B,B,True
169,1246,B,D,False
170,133,B,B,True
170,144,C,A,False
177,1380,D,B,False
179,1100,A,B,False
181,1625,A,A,True
182,449,E,B,False
183,1347,E,B,False
184,1131,C,A,False
188,492,C,E,False
188,750,A,A,True
191,205,E,C,False
195,39,B,D,False
195,1600,D,D,True
196,1497,B,D,False
198,1348,E,E,True
203,1622,C,E,False
204,1141,E,B,False
209,292,E,A,False
209,1772,C,A,False
211,1542,D,C,False
216,2136,B,E,False
219,191,E,E,True
219,367,D,D,True
219,1521,E,E,True
222,1729,D,C,False
223,534,E,A,False
226,85,E,E,True
227,1803,B,A,False
228,294,A,E,False
232,302,E,A,False
238,1361,E,E,True
240,1732,D,D,True
241,1722,E,E,True
245,1393,E,A,False
248,1121,E,E,True
251,830,B,A,False
256,1129,A,C,False
256,1559,A,D,False
258,2064,E,B,False
259,1691,A,D,False
261,1140,C,C,True
265,1257,E,A,False
267,2605,D,E,False
268,1021,D,A,False
271,250,E,A,False
271,2176,B,C,False
273,2677,E,E,True
274,16,E,E,True
274,2779,A,E,False
275,2236,D,D,True
276,777,D,D,True
276,1395,D,B,False
279,674,E,E,True
280,148,E,E,True
287,241,E,A,False
287,906,E,E,True
287,1168,E,D,False
288,2831,C,C,True
290,1786,A,E,False
291,2557,E,C,False
292,842,E,E,True
292,2115,A,B,False
293,434,C,D,False
296,975,B,B,True
298,2012,B,C,False
299,2522,D,D,True
304,587,C,D,False
305,819,A,B,False
306,195,D,A,False
306,2659,D,D,True
307,1594,C,C,True
307,1892,E,E,True
308,934,C,C,True
310,894,A,A,True
310,2088,B,B,True
311,1888,A,C,False
312,301,E,C,False
312,911,C,E,False
312,1367,B,B,True
313,1756,A,D,False
313,1837,C,C,True
314,2808,E,C,False
318,2059,E,E,True
319,164,B,E,False
321,2071,C,C,True
322,2783,B,C,False
323,967,E,D,False
323,2092,C,C,True
326,2135,E,E,True
328,595,D,E,False
329,1639,E,E,True
330,145,C,A,False
330,2311,E,C,False
330,2750,A,A,True
330,2863,C,D,False
331,536,E,C,False
332,1271,A,B,False
332,1940,A,B,False
333,2361,E,A,False
334,1518,D,A,False
335,664,C,B,False
335,2575,E,E,True
336,1598,E,E,True
336,3178,E,E,True
338,940,C,C,True
340,3305,B,B,True
341,2469,E,B,False
341,2916,C,C,True
343,97,B,D,False
343,752,B,B,True
345,2145,A,A,True
346,223,D,B,False
346,1723,E,D,False
